Customer,"UCSB"
Date Range,03/01/2022 - 03/31/2022
Hour Range,0 - 24
Days of the Week,"Mon - Sun"
Time Interval, 1h

Location,Timestamp,Average Occupancy,Peak Occupancy,Time Interval,Location Path
UCSB Library,03/11/2022 01:00,501,652,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 02:00,303,411,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 03:00,185,244,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 04:00,128,151,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 05:00,90,106,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 06:00,48,53,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 07:00,50,109,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 08:00,199,328,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 09:00,510,719,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 10:00,1010,1306,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 11:00,1446,1538,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 12:00,1527,1611,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 13:00,2002,2138,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 14:00,2229,2388,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 15:00,2296,2414,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 16:00,2514,2653,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 17:00,1990,2246,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 18:00,1682,1894,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 19:00,1753,1851,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 20:00,1746,1880,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 21:00,1808,2035,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 22:00,1727,1970,1hour,UCSB > UCSB Library
UCSB Library,03/11/2022 23:00,1246,1564,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 00:00,728,979,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 01:00,370,554,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 02:00,215,281,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 03:00,95,162,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 04:00,41,48,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 05:00,32,35,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 06:00,27,32,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 07:00,37,51,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 08:00,116,191,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 09:00,377,522,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 10:00,874,1145,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 11:00,1379,1508,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 12:00,1914,2132,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 13:00,2251,2407,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 14:00,2685,2899,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 15:00,2744,2896,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 16:00,2466,2807,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 17:00,2221,2578,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 18:00,1974,2200,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 19:00,1398,1799,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 20:00,1328,1427,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 21:00,1485,1568,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 22:00,1228,1567,1hour,UCSB > UCSB Library
UCSB Library,03/12/2022 23:00,994,1155,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 00:00,606,789,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 01:00,401,523,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 03:00,175,271,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 04:00,118,141,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 05:00,87,104,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 06:00,51,85,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 07:00,39,43,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 08:00,66,111,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 09:00,189,313,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 10:00,498,704,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 11:00,1044,1339,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 12:00,1708,1978,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 13:00,2426,2663,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 14:00,2958,3151,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 15:00,3167,3275,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 16:00,3212,3324,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 17:00,2864,3162,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 18:00,2568,2679,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 19:00,2076,2368,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 20:00,2186,2509,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 21:00,2389,2560,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 22:00,2044,2236,1hour,UCSB > UCSB Library
UCSB Library,03/13/2022 23:00,1603,1905,1hour,UCSB > UCSB Library
